Study/Year/Country,Title,Study Design,"double-blind or more? (yes, no)",target diagnosis for  meta analysis,Population,baseline vitamin deficiency prop,Baseline Vitamin/Mineral Level,baseline vitamin/mineral sd,Final Vitamin/Mineral Level,Final Vitamin/Mineral SD,Summary of Study Selection Criteria,psych dx,low vitamin,pop dx,Total Sample Size (N),Intervention,Dose,Frequency,total average daily dose,Number of treatment arms (N),Number in each Treatment Arm (N),Duration (weeks),Scale Name,baseline N,Baseline outcome measure (if recorded),Standard Deviation of baseline outcome (if given),final N,Final Outcome Measures,Standard Deviation of outcome (if given),Standard Error of outcome (if given),Mean Age (Years),Sex (% Male),Key Findings,Adverse Events,Sequence generation risk of bias,allocation concealment risk of bias,blinding of participants risk of bias,blinding of outcome assessers,incomplete outcome risk of bias,selective outcome reporting risk of bias,other sources of bias,overall risk of bias,,flag,gain mean,gain sd,gain se,p,secondary flag,secondary gain mean,secondary gain sd,adverse rate,adverse count,censor direction,prob,total
Tarleton/2017/USA,Role of Magnesium supplementation in the treatment of depression: A randomized clinical trial,Randomized Controlled Trial,no,depression,"18 and older, depressed patients with mild to moderate depression, outpatient",,,,,,"1) 18 years of age or older; 2) no change in treatment plan for depression for the past 2 months and going forward (including no current treatment, stable use of antidepressant medication, or ongoing nonpharmacologic therapy); 3) Patient Health Questionnaire-9 (PHQ-9) score of 5–19 (mild-to-moderate depression). Exclusion:
1) Schizophrenia, bipolar disease, active delirium, dementia, kidney disease (due to the role of the kidneys in magnesium homeostasis), myasthenia gravis (magnesium may worsen symptoms of the disease), or gastrointestinal (GI) disease (diarrhea is a common side effect of magnesium); 2) pregnant or trying to get pregnant; 3) planned surgery in the next 3 months; 5) taking a medication known to interact with magnesium; 6) unwilling to stop taking non-study magnesium supplements for the duration of the study.",depression,,mild to moderate depression,126,magnesium,248 mg,daily,248 mg,2,62,6,PHQ-9,62,10.9,3.8,55,5.1,3.9,,55.2,40,"Magnesium is effective for mild-to-moder-
ate depression in adults","Participants were less likely to report headaches while taking magnesium compared to the
control period (unadjusted mean headache score 0.41 vs. 0.57 on the 0–3 scale). The adjusted
difference was -0.16 (CI -0.25, -0.03; P = 0.013). There was no difference in the reporting of
diarrhea, constipation, nausea, dizziness or urinary symptoms",low,low,high,high,high,low,some concerns,high,,OLS,-6,4.838929834,0.933318913,4,,,,,,>=,1,
Tarleton/2017/USA,Role of Magnesium supplementation in the treatment of depression: A randomized clinical trial,Randomized Controlled Trial,no,depression,"18 and older, depressed patients with mild to moderate depression, outpatient",,,,,,"1) 18 years of age or older; 2) no change in treatment plan for depression for the past 2 months and going forward (including no current treatment, stable use of antidepressant medication, or ongoing nonpharmacologic therapy); 3) Patient Health Questionnaire-9 (PHQ-9) score of 5–19 (mild-to-moderate depression). Exclusion:
1) Schizophrenia, bipolar disease, active delirium, dementia, kidney disease (due to the role of the kidneys in magnesium homeostasis), myasthenia gravis (magnesium may worsen symptoms of the disease), or gastrointestinal (GI) disease (diarrhea is a common side effect of magnesium); 2) pregnant or trying to get pregnant; 3) planned surgery in the next 3 months; 5) taking a medication known to interact with magnesium; 6) unwilling to stop taking non-study magnesium supplements for the duration of the study.",depression,,mild to moderate depression,126,placebo,,daily,,2,64,6,PHQ-9,64,10.8,3.9,57,9.2,5.6,,50.1,36,"Magnesium is effective for mild-to-moder-
ate depression in adults","Participants were less likely to report headaches while taking magnesium compared to the
control period (unadjusted mean headache score 0.41 vs. 0.57 on the 0–3 scale). The adjusted
difference was -0.16 (CI -0.25, -0.03; P = 0.013). There was no difference in the reporting of
diarrhea, constipation, nausea, dizziness or urinary symptoms",low,low,high,high,high,low,some concerns,high,,,0,4.838929834,0.933318913,4,,,,,,>=,1,
Tarleton/2017/USA,Role of Magnesium supplementation in the treatment of depression: A randomized clinical trial,Randomized Controlled Trial,no,anxiety,"18 and older, depressed patients with mild to moderate depression, outpatient",,,,,,"1) 18 years of age or older; 2) no change in treatment plan for depression for the past 2 months and going forward (including no current treatment, stable use of antidepressant medication, or ongoing nonpharmacologic therapy); 3) Patient Health Questionnaire-9 (PHQ-9) score of 5–19 (mild-to-moderate depression). Exclusion:
1) Schizophrenia, bipolar disease, active delirium, dementia, kidney disease (due to the role of the kidneys in magnesium homeostasis), myasthenia gravis (magnesium may worsen symptoms of the disease), or gastrointestinal (GI) disease (diarrhea is a common side effect of magnesium); 2) pregnant or trying to get pregnant; 3) planned surgery in the next 3 months; 5) taking a medication known to interact with magnesium; 6) unwilling to stop taking non-study magnesium supplements for the duration of the study.",depression,,mild to moderate depression,126,magnesium,248 mg,daily,248 mg,2,62,6,GAD-7,62,8.9,5.1,55,4.4,4,,55.2,40,"Magnesium is effective for mild-to-moder-
ate depression in adults","Participants were less likely to report headaches while taking magnesium compared to the
control period (unadjusted mean headache score 0.41 vs. 0.57 on the 0–3 scale). The adjusted
difference was -0.16 (CI -0.25, -0.03; P = 0.013). There was no difference in the reporting of
diarrhea, constipation, nausea, dizziness or urinary symptoms",low,low,high,high,high,low,some concerns,high,,OLS,-4.5,5.05536285,1.05944309,4,,,,,,>=,1,
Tarleton/2017/USA,Role of Magnesium supplementation in the treatment of depression: A randomized clinical trial,Randomized Controlled Trial,no,anxiety,"18 and older, depressed patients with mild to moderate depression, outpatient",,,,,,"1) 18 years of age or older; 2) no change in treatment plan for depression for the past 2 months and going forward (including no current treatment, stable use of antidepressant medication, or ongoing nonpharmacologic therapy); 3) Patient Health Questionnaire-9 (PHQ-9) score of 5–19 (mild-to-moderate depression). Exclusion:
1) Schizophrenia, bipolar disease, active delirium, dementia, kidney disease (due to the role of the kidneys in magnesium homeostasis), myasthenia gravis (magnesium may worsen symptoms of the disease), or gastrointestinal (GI) disease (diarrhea is a common side effect of magnesium); 2) pregnant or trying to get pregnant; 3) planned surgery in the next 3 months; 5) taking a medication known to interact with magnesium; 6) unwilling to stop taking non-study magnesium supplements for the duration of the study.",depression,,mild to moderate depression,126,placebo,,daily,,2,64,6,GAD-7,64,9.2,5.6,57,9.2,5.9,,50.1,36,"Magnesium is effective for mild-to-moder-
ate depression in adults","Participants were less likely to report headaches while taking magnesium compared to the
control period (unadjusted mean headache score 0.41 vs. 0.57 on the 0–3 scale). The adjusted
difference was -0.16 (CI -0.25, -0.03; P = 0.013). There was no difference in the reporting of
diarrhea, constipation, nausea, dizziness or urinary symptoms",low,low,high,high,high,low,some concerns,high,,,0,5.05536285,1.05944309,4,,,,,,>=,1,
Bedson/2014/Wales,Folate Augmentation of Treatment--Evaluation for Depression (FolATED): randomised trial and economic evaluation,Randomized Controlled Trial,yes,depression,adults with moderate to severe depression,,"folate: 7.2 ng/mL, vitamin B12: 318.7 pg/mL","folate: 4.2 ng/mL, vitamin B12: 114.9305073 pg/mL",,,"adults with moderate to severe depression taking or about to start taking antidepressants, with no other concomittant psych history ",depression,,,440,placebo,,daily,,2,217,12,AUC BDI-II,217,34,,217,25.7,10.83,,45,37,,"45 reported AEs, 14 serious; 3 adverse reactions. No significant difference between groups.",low,low,low,low,low,some concerns,low,low,,OLS,1.09,11.13814973,0.86,8,,,,0.207373272,45,,,
Bedson/2014/Wales,Folate Augmentation of Treatment--Evaluation for Depression (FolATED): randomised trial and economic evaluation,Randomized Controlled Trial,yes,depression,adults with moderate to severe depression,,"folate: 7.1 ng/mL, vitamin B12: 306 pg/mL","folate: 4.2 ng/mL, vitamin B12: 121.6252064 pg/mL",,,"adults with moderate to severe depression taking or about to start taking antidepressants, with no other concomittant psych history ",depression,,,440,vitamin B9,5 mg,daily,5 mg,2,223,12,AUC BDI-II,223,33,,223,25.64,11.43,,45,35,,"33 reported AEs, 6 serious; 4 adverse reactions. No significant difference between groups.",low,low,low,low,low,some concerns,low,low,,,0,11.13814973,0.86,8,,,,0.147982063,33,,,
Bedson/2014/Wales,Folate Augmentation of Treatment--Evaluation for Depression (FolATED): randomised trial and economic evaluation,Randomized Controlled Trial,yes,depression,adults with moderate to severe depression,,"folate: 7.2 ng/mL, vitamin B12: 318.7 pg/mL","folate: 4.2 ng/mL, vitamin B12: 114.9305073 pg/mL",,,"adults with moderate to severe depression taking or about to start taking antidepressants, with no other concomittant psych history ",depression,,,440,placebo,,daily,,2,217,12,AUC MADRS,217,29,,217,22.17,7.59,,45,37,,"45 reported AEs, 14 serious; 3 adverse reactions. No significant difference between groups.",low,low,low,low,low,some concerns,low,low,,OLS,0.71,7.97895245,0.62,8,,,,0.207373272,45,,,
Bedson/2014/Wales,Folate Augmentation of Treatment--Evaluation for Depression (FolATED): randomised trial and economic evaluation,Randomized Controlled Trial,yes,depression,adults with moderate to severe depression,,"folate: 7.1 ng/mL, vitamin B12: 306 pg/mL","folate: 4.2 ng/mL, vitamin B12: 121.6252064 pg/mL",,,"adults with moderate to severe depression taking or about to start taking antidepressants, with no other concomittant psych history ",depression,,,440,vitamin B9,5 mg,daily,5 mg,2,223,12,AUC MADRS,223,28,,223,22.39,8.34,,45,35,,"33 reported AEs, 6 serious; 4 adverse reactions. No significant difference between groups.",low,low,low,low,low,some concerns,low,low,,,0,7.97895245,0.62,8,,,,0.147982063,33,,,
Wadud/2024/Pakistan,Role of Ascorbic Acid in Improving Mood in Patients with Depression: A Randomized Controlled Trial,Randomized Controlled Trial,no,depression,depressed patients,,vitamin C: 1.32 mg/dL,vitamin C: 0.48 mg/dL,vitamin C: 1.94 mg/dL,vitamin C: 0.65 mg/dL,not stated,depression,,,102,"vitamin C, SSRI","500 mg, various",daily,"500 mg, various",2,51,13,HAM-D,51,20.92,6.49,39,14.35,8.29,,,35.3,no advantage to supplementation,not reported,some concerns,some concerns,some concerns,high,high,low,high,high,,,,,,,,,,,,,,
Wadud/2024/Pakistan,Role of Ascorbic Acid in Improving Mood in Patients with Depression: A Randomized Controlled Trial,Randomized Controlled Trial,no,depression,depressed patients,,vitamin C: 1.25 mg/dL,vitamin C: 0.41 mg/dL,vitamin C: 1.99 mg/dL,vitamin C: 0.74 mg/dL,not stated,depression,,,102,SSRI,various,daily,various,2,51,13,HAM-D,51,23.14,5.68,34,12.53,6.46,,,35.3,no advantage to supplementation,not reported,some concerns,some concerns,some concerns,high,high,low,high,high,,,,,,,,,,,,,,
Ghaderi/2020/Iran,Exploring the Effects of Vitamin D Supplementation on Cognitive Functions and Mental Health Status in Subjects Under Methadone Maintenance Treatment,Randomized Controlled Trial,yes,depression,patients on mmt,,vitamin D: 14.1 ng/mL,vitamin D: 4.2 ng/mL,vitamin D: 27.5 ng/mL,vitamin D: 4.2 ng/mL,"patients 25-70yo on MMT, not taking vit d, multivitamin or antioxidants","depression, anxiety",,"OUD, methadone",64,vitamin D,50000 IU,q2wks,3571.4285714286 IU,2,35,24,Beck Depression Inventory,32,14.8,5.6,32,12.7,4.6,,37.5,100,"reduction in depression, increase in anxiety",none reported,low,low,low,low,low,low,some concerns,low,,OLS,-2.76,3.845126786,0.604699048,13,,,,,,,,
Ghaderi/2020/Iran,Exploring the Effects of Vitamin D Supplementation on Cognitive Functions and Mental Health Status in Subjects Under Methadone Maintenance Treatment,Randomized Controlled Trial,yes,depression,patients on mmt,,vitamin D: 13.1 ng/mL,vitamin D: 3.6 ng/mL,vitamin D: 12 ng/mL,vitamin D: 41 ng/mL,"patients 25-70yo on MMT, not taking vit d, multivitamin or antioxidants","depression, anxiety",,"OUD, methadone",64,placebo,,q2wks,,2,35,24,Beck Depression Inventory,32,15.9,4.4,32,16.1,2.9,,40.8,100,"reduction in depression, increase in anxiety",none reported,low,low,low,low,low,low,some concerns,low,,,-2.76,3.845126786,0.604699048,13,,,,,,,,
Ghaderi/2020/Iran,Exploring the Effects of Vitamin D Supplementation on Cognitive Functions and Mental Health Status in Subjects Under Methadone Maintenance Treatment,Randomized Controlled Trial,yes,anxiety,patients on mmt,,vitamin D: 14.1 ng/mL,vitamin D: 4.2 ng/mL,vitamin D: 27.5 ng/mL,vitamin D: 4.2 ng/mL,"patients 25-70yo on MMT, not taking vit d, multivitamin or antioxidants","depression, anxiety",,"OUD, methadone",64,vitamin D,50000 IU,q2wks,3571.4285714286 IU,2,35,24,BAI,32,16.7,4.8,32,19,3.7,,37.5,100,"reduction in depression, increase in anxiety",none reported,low,low,low,low,low,low,some concerns,low,,OLS,1.29,4.512759688,1.156924211,13,,,,,,,,
Ghaderi/2020/Iran,Exploring the Effects of Vitamin D Supplementation on Cognitive Functions and Mental Health Status in Subjects Under Methadone Maintenance Treatment,Randomized Controlled Trial,yes,anxiety,patients on mmt,,vitamin D: 13.1 ng/mL,vitamin D: 3.6 ng/mL,vitamin D: 12 ng/mL,vitamin D: 41 ng/mL,"patients 25-70yo on MMT, not taking vit d, multivitamin or antioxidants","depression, anxiety",,"OUD, methadone",64,placebo,0,q2wks,,2,35,24,BAI,32,15.1,2.7,32,17.8,5.2,,40.8,100,"reduction in depression, increase in anxiety",none reported,low,low,low,low,low,low,some concerns,low,,,1.29,4.512759688,1.156924211,13,,,,,,,,
Coppen/2000/UK,"Enhancement of the antidepressant action of fluoxetine by folic acid: a randomised, placebo controlled trial",Randomized Controlled Trial,yes,depression,adults with first episode of depression,,vitamin B9: 4.24 ng/mL,vitamin B9: 1.67 ng/mL,vitamin B9: 2.24 ng/mL,,adults with new diagnosis/first episode of MDD with no prior folic acid or antidepressants,depression,,,127,fluoxetine,20 mg,daily,20 mg,2,65,10,HRS,65,26.6,4,51,10.7,7.1,,44.3,37.9,"Women had significantly more improvement in Hamilton Rating Scale scores with folic acid+fluoxetine compared to placebo+fluoxetine. There was no significant difference when not stratifying groups by sex (i.e. comparing each group generally) or if only comparing men. Patients receiving folate showed a significant increase in plasma folate.This was less in men than in women. Plasma homocysteine was significantly decreased in women by 20.6%, but there was no significant change in men. Overall there was a significantly greater improvement in the fluoxetine plus folic acid group. This was confined to women where the mean Hamilton Rating Scale score on completion was 6.8 (S.D. 4.1) in the fluoxetine plus folate group, as compared to 11.7 (S.D. 6.7) in the fluoxetine plus placebo group (P , 0.001).A percentage of 93.9 of women, who received the folic acid supplement, showed a good response ( . 50% reduction in score) as compared to 61.1% of women who received placebo supplement (P , 0.005). Eight (12.9%) patients in the fluoxetine plus folic acid group reported symptoms possibly or probably related to medication, whereas in the fluoxetine plus placebo group 19 (29.7%) patients reported such symptoms (P , 0.05).","Adverse events of any sort, were reported by 29 patients (46.8%) in the fluoxetine plus folic acid fluoxetine plus placebo group (P , 0.05). The total number of reported adverse events of any kind in the folic acid group was 54, as compared to 98 in the placebo group (P , 0.01)",low,low,low,some concerns,low,low,low,low,,,,,,,,,,0.468,24,,,
